a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	4	1	2	3	5
b4ed73ee-b739-4400-827c-d03ea8469bf7	3	2	1	4	5
04c164f6-da41-48a3-8aa3-eb7b650bb5f0	4	3	2	5	1
8ca3cedb-510e-4454-ba08-93eaa605563b	1	4	3	5	2
271616db-90c2-4303-9c2b-64f4061ceb56	2	4	5	3	1
b93f956f-2256-4c6d-91d2-7675dff455f0	3	5	2	1	4
d869c6d9-4a06-4d94-bf97-dc37167a5520	4	1	2	5	3
f7559f25-0358-4f57-b079-dec2199b4ec3	5	2	4	1	3
1e379d2b-69e8-485e-92ac-4c3daa41e364	1	3	2	4	5
0dd3e2c3-3ea4-450a-97c4-42a54c426018	5	3	4	2	1
865db3c4-a253-4d35-8766-25fc7e0a8cfb	1	5	2	3	4
88fba119-ccac-4b82-881f-e609e188bebc	2	3	1	5	4
1cc75245-93bd-44cc-b076-8d1b249e1ee5	4	3	1	5	2
bfa4ef8c-715d-4287-88a5-035611e34e40	5	4	2	1	3
210d56ce-a940-4766-9b7b-d086b2c5682d	3	5	4	2	1
50357157-3765-40b5-8e32-f86961c98be0	5	4	3	1	2
006536d7-2be3-49a4-a750-769684e952ed	3	1	4	2	5
a111d580-1fb2-4ab1-848a-0856982dfcd5	1	5	3	2	4
790d9cb4-4832-49e8-8137-331e79a4b9e6	3	1	2	4	5
e663b977-2af7-4b1d-bd33-352d932f851b	3	1	4	5	2
375c34c9-3d98-4b2f-9076-404f34ad4e66	1	4	2	5	3
6ebc8d48-029b-4f00-89b3-773ce802825e	2	1	3	4	5
5e76713f-92b2-4a5d-8f8d-510fde45705c	2	5	4	3	1
712702cc-f042-4ca5-84dc-ada756cc8959	2	4	1	5	3
61550fe1-c17d-4b94-b225-941026bdb68e	2	3	5	4	1
e4891b78-3317-4849-95e2-fe4ffd22f92b	1	3	5	4	2
0d4cecd0-3e87-4042-b064-c7fe913fe1e0	2	3	1	5	4
e967ac22-acc9-430d-993e-54219bb0c5d4	2	5	4	3	1
4ea0c967-022b-4544-b2fa-e63107084cc6	2	3	4	5	1
dcdcab78-5432-4858-a7da-28eb2d68fb92	3	1	5	4	2
d11c51d9-7e42-4b07-bcc1-e48eedac2743	2	1	4	3	5
848cde0b-0557-4af5-bbaf-b136e708b7be	4	3	1	5	2
01d2f446-0c2a-4fb1-a2f8-2d982a8f08aa	1	2	5	4	3
03eacf42-696f-409a-af5f-117a831cad24	1	3	5	2	4
ec87c488-e79f-49ff-a9ab-99fc1744b5f1	5	4	2	1	3
ad18e260-da97-4a0b-a4db-812cd15cdffa	5	4	1	3	2
65428fe2-ec71-4406-8b88-91bfba6e07fe	2	3	1	5	4
c100093b-ade6-4a68-98ff-bd686584fa63	5	4	1	2	3
3a3729d4-ad7a-47e8-9d78-91ec1929c629	2	5	1	3	4
b785ea37-6a8d-467f-8305-378054b48000	2	4	3	1	5
5da438c5-d901-4db6-bcb0-fa564964ef25	3	5	4	2	1
860db75c-57a5-4d92-bae2-485c87a0bddc	4	5	1	3	2
f14b45d1-17bc-46e7-b5e3-4edbbcb1cffa	2	5	3	1	4
34f2d4c6-380b-4dda-8157-5042d286ffde	3	5	2	1	4
e195abdb-37ef-4f18-b694-4ba98e435657	5	3	1	4	2
7b486585-7f5c-4d4d-9c95-fdc82261f2f9	3	4	2	5	1
536abc51-26eb-42e6-a0a9-582cde4889ad	2	3	4	1	5
e4319be7-612c-4da4-aa1a-e14ac138b1d7	3	2	4	1	5
5774366d-de08-4f6a-a65c-0fc55bd1649e	5	4	1	3	2
aa19f17b-99ae-4fe9-87d7-f4f2428dda1d	4	3	5	2	1
e78d1d3f-c5b8-4cfb-af59-7fd769dbbba4	1	5	4	2	3
73411a5e-7365-42bd-86d9-8f062e43f751	1	4	3	2	5
b4e397a7-bad8-4afb-8d1f-ac562f432a24	1	5	4	3	2
70949993-aed2-49df-a20f-2ce0a31d7b5f	3	5	1	4	2
e7b241e6-b65c-4774-a475-399ec9868db9	4	5	3	1	2
2e7e8c40-338e-4de9-9b40-0ae2eddc2d57	3	5	2	1	4
8dfd434d-a675-4931-896c-d06ab8c9db5f	5	4	3	1	2
e836653e-1ff3-4d59-8093-74088f401cb2	5	1	2	4	3
4235c7d4-9311-4a8d-a5e6-40fe4979d216	3	4	2	1	5
c342146d-496d-4e29-9516-cc080629edc1	5	4	1	2	3
830930da-47cb-412b-a36d-088ec855b217	1	5	2	3	4
93dc5bbe-c59d-4ff7-a056-ec3979eb851a	3	2	1	4	5
bb62e0a7-aaf2-45ca-80a1-8d27550435bc	3	2	1	4	5
91754b19-cb4c-4505-8094-ef214e90b71b	5	3	2	1	4
fd8a78fa-69e3-4430-a24a-b8dd50d29455	3	4	2	1	5
282ce609-ce89-4580-9212-d0ec4c13f7c4	3	1	4	5	2
158fc2d0-dcc2-4090-8f02-fdcbfce9f035	5	4	3	1	2
77cc04a3-78d5-4850-beda-eead70e20105	2	4	5	1	3
067c25e2-c35d-484a-a7d6-8efd86915a96	4	3	5	1	2
4014eba9-f77e-4c1d-843f-135b6ec3aa42	2	5	4	3	1
e7a76ca7-b80a-4b39-9b6f-b5e8e2a9c644	5	4	2	3	1
4a58b6a6-ab4c-4bea-8c59-d110f7fc8d06	3	2	5	4	1
ea4ef18f-a227-4141-9628-760f68b0484f	3	4	5	1	2
c61b63e2-1715-4cc5-8ef2-877d6a3b27c5	5	4	3	2	1
a401dae3-2777-4bbc-b1b2-8c2e28f49679	1	4	3	2	5
ec56f0bb-b5f6-4d93-9b60-754e9fa6d5ae	3	4	1	2	5
d784f6e9-d27f-4932-99ef-e6e5fb1b7b7e	5	1	3	4	2
f2ce7ba6-84c3-42a8-a4df-120d960d7d04	5	4	3	1	2
c6f6d339-3ce5-42b4-9d15-434eb77d25a9	5	3	4	2	1
f15c3d84-34ad-4b32-85f8-81cb3364f1c8	4	2	5	3	1
3d134fa3-ae1a-4aa3-bdf7-64d2d89e1d6a	4	1	5	3	2
6ff3ad37-62b7-4320-b2c8-e57c7d891809	5	4	3	1	2
522e694b-65a0-48cb-a685-f50ae70b0e41	2	4	3	1	5
c0c04169-38b8-45f8-81d4-146b2e0b1a4a	5	2	1	4	3
066fe6a3-b6d4-44c6-88d9-775d0eee173c	5	3	2	1	4
5a274d1c-1d1b-4112-85f9-9d5f209887e6	3	5	1	2	4
919cddea-9aea-4c0c-89ea-b705fd911269	3	5	2	4	1
e2957e1e-bf21-4eb9-b990-520807e0c833	1	3	2	5	4
31e13564-313a-42c2-9527-88e0d04a7a6a	3	2	5	4	1
d79ea148-a420-433f-92d1-bae0ff28e3d5	3	4	1	5	2
a73e0d3f-dfcb-4c06-8663-db1f4fd3898d	5	2	3	4	1
db77c3d3-7ea2-4178-91f1-fd1c0bb7cb3f	5	3	4	1	2
54da466c-d16a-4f67-93f6-e3a039fc11e5	4	3	2	1	5
65b457de-70fa-4fe4-b20f-61a72aacaf6e	2	3	5	1	4
b5723639-e405-4afc-bed8-76f6bdaf3c33	3	5	2	4	1
e4cc1f51-d0a5-4945-8f27-df278a23474d	2	3	4	1	5
7e5c4953-c9c8-410a-9e82-01ab0cfa57dd	5	1	3	4	2
f21a6602-1fb8-4086-99cd-940f0fdd2df9	5	1	4	2	3
719bbf7c-8ded-4666-8033-244a1eecb42c	5	1	4	3	2
e48a114d-d499-4a63-b484-15b673836696	5	2	3	1	4
47034c6a-4ec0-485a-b4dd-0ad798675e86	5	4	3	1	2
b9ffb130-506c-466c-a031-22f5d65c621f	3	1	5	2	4
2af06c9d-e5ce-463d-b34a-1da2f697309e	1	4	3	5	2
1ff123a5-8d0d-42fd-a13d-d94e8d92aa05	1	3	5	2	4
53103f18-d005-47d6-8b5f-217eefed5edc	4	2	3	5	1
d18002e8-c0e3-4c94-8b93-be56807bb2d2	4	3	5	1	2
b63e3143-3c3f-45d5-9302-a244af55ae56	5	1	4	2	3
e0092f8b-b624-46b6-aa98-1e8980c3e438	2	4	3	5	1
840dd66d-2697-42ec-9021-85a9d0f6468b	1	3	5	4	2
964bda28-75b7-42cc-a8ae-ce44bd06b007	4	5	3	2	1
7a44fce5-c281-4e74-babe-9597eed90aff	3	1	4	2	5
87773197-dbf0-4217-8638-93adb2373d90	3	5	1	4	2
5d5d3bcc-0a89-4c0c-89d2-0c08190ec5a1	1	3	5	2	4
83aabaf9-fec2-4cd3-bf47-84ae0dac800d	2	3	5	1	4
fd9a6b5f-fef5-4655-983a-4a4682406ba3	3	2	1	5	4
de278577-d11f-4887-a188-c9165c5de16f	2	4	3	5	1
70fd0f50-dd9b-4d91-832c-81b5e68cdcf6	5	2	1	3	4
8a53ac7d-2960-44b9-acb5-78c46df73dec	5	2	4	1	3
c3ac04f7-b244-4fc6-a6df-d00d89408bd3	2	4	1	3	5
d4158655-2803-4f3f-9a95-0a6585346c9d	3	5	1	2	4
5bbd8969-6f5d-4fe5-8ddf-f821e29a8c23	5	1	2	3	4
1d2b9578-3e49-41fa-8142-08d508651ba7	4	1	2	3	5
c59d7178-dd8f-4a21-989e-4450f4b66c01	2	5	3	1	4
3d0e7458-1378-4a37-9cd7-2f9f15b4230b	1	2	4	3	5
d3aaba21-0352-41f9-9015-14cd8f697a75	4	5	2	1	3
edc7eceb-1422-429a-a8b2-38888497f46a	1	5	3	4	2
aeff87a2-c8db-4ba7-90c2-a158bb0772f1	2	4	1	3	5
c84ed0b1-42d6-4c17-a34a-c37d9a54f9ea	4	3	5	2	1
7b8f8f9c-e5cf-432b-bacf-0fcb4f136ce1	5	3	4	2	1
3447901e-6f57-4810-9d3c-92d72b6c0b42	2	5	3	4	1
03a074ef-b9c0-4277-9ca7-7f10636c030d	5	4	1	3	2
5533d91a-e537-4450-95f4-415252b74063	1	2	5	4	3
5c7f6694-92fa-47c8-973f-ed8396cd8348	1	3	4	2	5
18f4b926-e170-4b38-9959-deda62e5dac3	3	1	4	2	5
0855fa60-b79f-4c39-94c7-4f3240a0ec99	1	4	3	5	2
c2ce6971-0163-458a-9038-4d60989cd96d	4	3	2	1	5
3edfab83-d9e4-4d8f-ae1b-d90e0d4ba3a0	2	3	4	5	1
951fca52-e61d-45b2-8e93-c193d68fb385	2	3	5	1	4
c0001755-8a31-4f88-900d-7bcf828f7ed2	4	5	3	2	1
65c46f72-6352-44e2-87e9-adaa9a6f0602	5	2	4	3	1
83d7719c-3887-4884-ac08-56d547f77945	4	1	2	5	3
aac49322-cc56-45c9-9dac-8126d9e715d7	4	3	1	2	5
9bd57f92-a403-4865-b15c-f16bec3bbd6a	4	5	1	2	3
a309ef41-2ccd-41cb-8a74-602fab13064b	5	1	3	2	4
0b88204a-d26f-48e0-9699-7ab13d93dafb	5	4	3	1	2
31f4f82f-edb5-4323-b8dc-b5fee0dfada2	3	5	4	2	1
839d49b9-0d40-4452-948f-cd3eaaba93d0	2	4	5	1	3
2f539293-24f6-4b62-8e03-b8cd0e355bd6	4	5	1	3	2
aa67c832-07dc-4aeb-ab5b-4d515f4a485e	3	2	1	4	5
6b9f0ecd-0eb5-48a8-a1a4-81233b92074a	3	5	2	4	1
00396aa0-ffc4-4889-9911-07b6a811b9b7	5	1	4	3	2
9a660e19-b00b-4e3d-882e-1c081bc3e00f	5	3	4	1	2
40654769-63a2-4a6d-8935-b0a136c13517	1	2	3	5	4
124387bc-9be0-43f3-9a51-23ffd90d8a44	5	4	3	2	1
39581438-dd10-4074-842c-733f24a1d375	4	2	5	3	1
d61b69c7-7eca-4099-ade2-1a7e5a014a13	4	2	3	5	1
5517258a-98f9-4878-8c1f-5e1ff15a6c32	5	3	2	1	4
b9c62eda-c1b3-4b98-a092-5ae07d5ff291	5	3	2	4	1
2bbd6548-e02a-47a8-b2ac-3409447041d4	1	2	3	5	4
b4804403-3eb5-4a09-b5d7-19a01f7f00af	5	2	4	1	3
8c0f4d61-5315-40fd-a482-706967e5ded0	2	3	1	5	4
178f95e9-49c1-42c9-a2f6-c0ef4459701a	1	2	3	4	5
7242be10-745a-407d-942a-7093ff45b9c8	3	2	1	4	5
b73ace15-1f2e-4166-957a-a313488b484e	2	1	4	3	5
9fc92670-c54e-4844-b4f8-dd2d6db41f61	3	5	4	2	1
7005efbf-a0f1-43db-908d-4d591962912f	2	4	1	3	5
64565e9e-8cb9-4e8b-a9aa-4ef07ac4db63	3	2	1	4	5
085e41df-fb9a-472c-92c9-cbfa12a83339	1	2	4	5	3
69b325cb-0ca3-4a6c-aafd-154652af992f	3	5	2	1	4
4c3b0639-7dc4-4f21-81b3-25b2c1ef9dff	2	5	1	4	3
ba3c0010-d0f8-4db7-9741-1b6a2d01426a	2	4	5	3	1
e3609ec0-6419-423f-bf03-adafefcec2b9	3	5	4	1	2
09b1cbfb-7918-4648-8195-18825ce1ba9b	4	1	3	2	5
5979d10e-4de7-4273-96bd-13a85113b1f3	4	2	3	5	1
ddd88f64-8754-40bd-9f9a-fc65bcdd938f	5	4	2	1	3
e09b0b1c-83a2-42f9-8d12-7e12c79e9eff	3	4	1	2	5
3ea38bec-1101-4a64-86fa-948904d33a2b	4	3	1	5	2
c250c567-4e2f-45be-82b6-954317bdbcb2	5	1	4	2	3
9de0559c-eb75-4ce3-8d27-71c8d64b7f4e	1	4	3	2	5
757fe7a2-5e9b-4102-a3bc-cb5caaf6fa2f	3	2	4	1	5
6716bca8-d0ee-4eb5-9c38-a63dd4a3ba9f	1	2	5	4	3
2c4d87ad-94ae-4089-a056-0141c9b3dcba	4	3	5	2	1
d4ede8ab-6887-4e07-8dbb-edfa540307a0	3	2	5	4	1
f73c9011-e9e6-479f-be45-d3c32aed7993	5	2	4	3	1
73f5b557-d6d7-4339-a6c1-22397c5e62be	4	2	3	1	5
15b690da-8a64-4399-bec4-d2cd05af2f8f	2	4	3	5	1
3ba47be7-c5eb-4aad-9cac-48786c59ae90	1	5	2	4	3
140d1ee0-9123-48b5-bb8c-7f1ae3956227	4	3	1	2	5
ddbee83f-4ad3-49fa-bf77-2e29be7061ff	4	2	3	5	1
d18ff6e2-2798-4f69-8499-8598696fcb7d	4	3	5	1	2
7afe7c7a-2971-4608-a0e1-c0b3bd35c530	1	3	4	2	5
c826396f-5e5f-4b84-80ab-7e1a39d0b098	5	3	1	2	4
7ed1958e-9e24-47b9-8efb-302216cc7987	4	3	5	2	1
0a532376-be03-45f5-82e9-e7b57277f723	4	3	2	5	1
95b8405a-d66f-4143-a04a-c0765202c048	1	5	3	2	4
55bc4fed-032f-408d-a675-549ceb74a83e	5	2	1	3	4
1835d1d2-606e-418d-909f-a4d41e332883	3	5	1	2	4
7303227a-a872-4637-bcf7-b04a888e5e4f	3	5	4	2	1
cabc88af-2ede-421d-943a-36b6dbdadc48	3	2	4	5	1
604d061a-d66b-4d61-843a-1f37eea07f25	4	1	5	2	3
6088b025-7cb5-4a91-97fc-34c166e0f809	1	5	3	2	4
832cd80e-eb93-4919-b669-dedd996edf1d	5	3	4	1	2
24e6ea8b-1545-4157-a982-5a44a9de9c52	3	2	5	4	1
de5600fe-4c93-4091-8c14-e205fb23a53f	1	4	3	2	5
4565b614-b3df-4bb1-b1cb-62487a042560	4	3	1	2	5
0dddda9f-793f-4a50-b505-1fc818f0aa60	1	5	4	3	2
af05fe37-a784-4a8e-b30d-d3045b6a6f12	3	5	4	2	1
fb69713b-df63-489c-a079-cc62d30ae08e	4	1	3	2	5
c3311460-d2ab-4498-8d6d-5d764d474718	1	5	2	3	4
323cee87-3756-4d79-8c5c-a594907f93c3	4	1	5	2	3
a58f8029-63cf-4fb4-9440-46787376f997	2	4	5	3	1
febb89ba-7db7-4e8e-9d95-e38c3c424705	4	2	3	5	1
5841bb8d-bdc1-4fa1-a79f-b466f18f39f4	4	3	2	1	5
b4389343-bda3-4cb5-9db0-0de5b48368f8	5	2	1	3	4
273d8d8b-655a-4f76-8d7b-3fb0487a4860	3	2	1	4	5
e22ef22f-a11a-4894-9814-ed5c3f1ddc0f	3	2	4	5	1
1e957789-7a5d-4749-af3d-0af14d33b032	5	1	2	4	3
9c24120f-9925-41d4-bfe6-d2efcdd6edb7	1	5	4	2	3
b6e6a8d9-de6a-416f-b82f-76c66a425a4a	5	4	3	2	1
952b1424-5b44-4c25-86a5-60099caea56f	5	4	1	3	2
fd1f5d12-e643-4d40-a8fd-4324620f3744	4	3	2	1	5
92f3246b-4e34-4db7-8098-de058db73486	1	5	3	4	2
ba1b4b2e-0f35-4ec3-9bb9-69a8166ca32b	4	5	3	2	1
fc7c6f6e-2c9c-4e6c-914e-4c53a8807efb	5	1	3	4	2
267d0613-96be-405a-8d1a-a71745ee4e12	2	1	5	3	4
5c91633b-ed8e-499a-a315-b73ebc41cebe	2	4	5	3	1
f085aab6-c13a-46d6-aca0-cf942b50577a	3	2	5	4	1
d4d5d036-f620-4849-8276-c893b4aad1f6	5	3	4	1	2
ef98a317-93dc-4f4f-bd03-63ba6c5b1784	4	2	1	3	5
f1141bc3-e6cc-47c1-bca8-282c2b8c1ccc	5	2	1	4	3
d2080bf4-e005-48fc-83f7-4fc6f841e955	5	4	1	3	2
4eed7e1a-0251-4716-9e34-672531cb65ad	2	5	3	1	4
7e6b65f6-1ed3-4175-98ae-f0448a3012f3	4	1	5	3	2
e483fd32-84df-44f3-8a07-7487ceaa32ff	3	2	5	1	4
8d6b1582-2014-4fb6-8206-c26c5194b6d7	1	2	3	5	4
27fa5074-bb1f-4d07-afd4-8c20cd998338	5	3	2	1	4
ff3bbe53-3654-4e02-a751-2d74fee50920	5	2	1	3	4
4e960e0c-3ac7-48b3-adef-5b501043dc1b	5	1	2	3	4
75f296c5-8283-4b85-9a65-e876f244c667	3	1	5	4	2
e19867fe-9b77-4a56-934a-9fd00d4c802e	3	4	1	5	2
f19000be-cd55-4439-a68c-da110a8e4b33	3	4	2	5	1
7486e39e-e486-46de-8222-37088b4b67ba	5	3	2	4	1
20c8d4a2-0783-4033-b898-26b870c766b9	5	3	1	4	2
683ccc4c-4c91-4ee5-a98c-dff1bd9f5794	3	2	5	4	1
c6cb2537-d223-4490-a026-1d3ccc7548f2	1	5	4	2	3
863f9908-bdf7-4560-8f47-a29e7a6fe6e0	4	3	5	2	1
a0b537c2-bd31-473d-a50d-b4816e00560b	3	5	4	2	1
1f687d8c-80ac-4b2e-bf11-e79afa91a0f7	4	1	3	2	5
4f35a22e-f699-4728-b7ea-2ba860f34fe7	1	5	3	2	4
8aa27260-2971-4eeb-ba58-5a53ddde68c9	2	5	1	4	3
1c83b064-ea44-403a-8953-499891ec1ddc	3	2	1	5	4
dc5ea5a6-3ae3-4c5e-8b12-76cc6ebc2f32	5	2	3	1	4
08e8bbda-6575-446a-9132-5f1dab9dafbb	3	4	2	1	5
12f0c082-759e-40fb-be9b-efbe53d20507	3	4	5	1	2
dfd0b9bd-34e8-4357-b948-f8561f1617c2	3	5	1	4	2
641a2692-dd83-4698-8f54-144cb1ddce17	3	4	5	2	1
95b47eeb-e9a7-4645-8885-6d22fd71db85	1	3	5	4	2
5d7195c6-b737-4d1d-8290-5c9403799caf	4	2	1	3	5
2d076b7f-b8fe-4e7b-a8bf-a316904a5741	3	4	1	2	5
d0de6b46-373c-4102-b7ab-32aca58e8a06	1	5	3	4	2
2099efa1-e157-4379-bdeb-4ab62f306125	5	3	4	1	2
77da2350-cd80-4bce-b099-68b55381b070	1	4	3	2	5
ead4612f-9b82-477e-8fc5-ad8366dbd195	5	1	2	4	3
845b62e4-9240-4afe-8d59-ae2bc183967c	3	2	5	4	1
84fb5f96-4c87-45bf-ac0c-f917be4642be	2	1	5	4	3
f6e0ad8c-ab0f-488d-902e-24f1c066396d	4	3	2	1	5
bed972a5-6881-40f4-91ac-f6d81abfb677	5	4	1	3	2
f90caefd-8ac1-40ff-8106-67ab4d89a1fb	5	4	2	1	3
62ff2afe-02b6-42de-9025-28ec1f2cc79e	3	5	4	2	1
b6d9c826-2ea5-4e3b-ae85-817455158256	1	5	3	2	4
db68cc4a-e90d-4b85-9f4d-ef9d1b7063a6	4	5	1	2	3
052865f0-5e90-4384-a33c-75e4c08bd4c1	1	5	2	3	4
f99f2c57-c5d5-4953-9107-d84826740e02	3	4	5	1	2
c342f835-f9d1-42da-b1ed-8c54ae01d9c1	2	5	3	1	4
d08ac68b-5be7-4ac3-a1e1-93a8d9ed5b39	1	4	3	2	5
faef4175-2f32-458e-89b1-817bafb6ce4d	2	3	1	4	5
48acbed9-5577-4161-83ed-e34e3b7fe7e1	3	1	4	2	5
9e2acbe4-197c-48db-9769-7b31f20d0b8e	1	3	4	2	5
4f79e389-49c2-4ace-ad9f-fa4580792124	2	1	4	5	3
c7340262-cc26-4474-a9a4-89ff1841909f	3	1	2	5	4
ea14bc48-33d9-4304-aa97-e2a84988ebe9	4	3	1	2	5
cb4480a1-e396-4494-850d-88cb0254b4bc	3	1	2	5	4
0577ee4e-6292-43a9-843a-a3eecd15c66a	2	1	3	5	4
bc955daf-449e-4578-b0b5-9663f5343fdf	5	3	1	2	4
7f0024b3-e2c7-4e38-9116-464e8374f861	4	5	2	3	1
c7116f14-916a-4c87-8652-fcb26f1fc410	3	2	4	5	1
b382c26f-21cc-4395-9ec0-0b922502cf41	2	3	5	1	4
39889532-2429-4c1a-b442-1fbcc3021ac9	5	3	4	2	1
19d57f03-cb6f-428d-aefc-930c4cb595c4	3	4	2	1	5
2b0d4017-5a6e-4c86-8fba-fb16bb55106a	2	1	3	4	5
c2eedb4c-9b02-47df-972c-d1e61f08fb7b	4	2	3	5	1
3290e3a7-237b-4382-944f-890367b38015	4	5	3	1	2
1f3ba82a-7604-4d63-a8d9-b173f847fc75	5	3	1	4	2
1e25d802-72e1-4fc0-a8ac-2a83e223b2aa	3	4	5	2	1
bb19c24c-a1e6-46a5-a158-216686208876	3	1	5	2	4
f778e5a2-448e-4e98-9169-a42d4207a790	5	1	4	2	3
3d30407b-bd10-4455-a557-85a32e92549a	2	3	4	1	5
d7d176c7-53f1-4f15-a1af-abdd445a7780	3	2	4	5	1
94b378eb-c811-46a4-94b3-35ea03a0c050	4	5	1	3	2
6b684582-1c50-4da1-9480-208d095bedaa	3	1	4	5	2
68874779-7af9-4180-8182-e63678da7629	2	3	4	5	1
d02cf4bd-d5ee-4b05-9f6d-a6acf94cea3f	5	4	3	1	2
cc00f41e-5af4-4462-aad1-8b3b2ce5b019	5	4	1	3	2
a05d9447-fc28-4749-9ca4-950dd93b1f67	5	3	1	2	4
ad78466b-bb1e-4c98-b852-ca1cfa40a490	4	5	2	3	1
e8206842-b8c4-48a7-bf3f-f0ecc0532a58	1	4	2	3	5
78171fa9-c1a2-412d-a803-782fd522f770	4	3	5	1	2
24575ec0-1519-49df-a581-89f8a9ecd78f	3	4	5	1	2
29fb1f1f-2843-4925-9d39-6fa3c20df3c7	3	1	5	2	4
c3e394c0-fd58-4f57-9467-d9173867252c	2	1	3	4	5
d4f30c32-0abf-4c78-aa62-b4ede5a2b3ce	2	3	1	4	5
43b71676-724a-4084-bcb1-31e2acffcda9	1	4	5	2	3
d46fa838-c8f6-4e97-9007-395d865a119f	5	2	3	1	4
aa8cb286-878d-4321-b89c-981f2cd71d00	5	2	1	3	4
d1fbae5a-62d5-44b1-bd9a-d1cf3ae03dbc	5	1	2	4	3
5c2899cd-e111-470f-8ad8-e70b78632139	5	1	3	4	2
535daadb-cb44-4b64-a28e-d3c714dd222b	5	1	4	2	3
bb8f69c9-64d8-431f-8395-1c4d451396d6	5	4	1	3	2
74ee14ad-ccc7-49d3-bae9-d510953b1a5e	4	3	2	1	5
bc6316a2-88b7-47d7-ac7d-6578d06bf4ac	4	3	5	1	2
2fe2a54e-02d4-4814-965f-4dd09f6fb070	2	4	1	5	3
d4ab4cb3-0d41-48c8-a72d-0b93ac72b805	5	3	2	4	1
d312abf8-c413-4a74-8e1f-249e78b79b0d	4	2	3	1	5
ac91c5ca-2298-4785-b9fe-40fc2ab5c42a	3	4	2	1	5
3ae1ada1-0229-4139-8c71-9ad71af8c856	1	2	4	3	5
a793eaaa-8bf4-4970-9cdf-638ec2f51a95	5	3	4	2	1
35380121-45b8-4071-9bde-4c840802e5f0	5	4	1	2	3
697e4946-fbe6-406b-ba42-7ef29f5d78c7	4	5	1	2	3
784d4329-8ec6-40ce-af37-2c09ab429eb5	5	1	4	2	3
a8135c80-ec20-4cc9-883a-2c7170a6f734	2	3	5	1	4
8c3eb62c-7652-4791-ae80-44346239c5a2	5	2	3	4	1
98e77ce3-0b2b-4406-85a1-61c0d7b71c9f	1	5	2	3	4
d0d7131b-c593-4f20-b99c-55f33ec7c04a	1	3	2	5	4
d5bbfaaf-a556-4af6-b8e4-4e0305b96535	1	2	4	3	5
30e9d5d5-f302-493b-bd83-1ebeb45bf1f2	2	3	4	5	1
50c01bfa-5f0f-418d-94e8-cd279749c704	4	3	5	2	1
39519a02-3162-4823-a1b0-69691f384920	2	3	5	1	4
234c402b-a087-40d0-b39e-79374fe1a755	4	1	5	3	2
ed288a2e-f34d-43e8-a678-3ac93ac50bcd	4	3	5	1	2
3f60c212-4f10-48e7-b72b-14e967b97164	2	1	3	4	5
8522dedd-3e0a-4c0d-8111-eb087f69c207	2	3	5	1	4
